LIQUIDITY_PROVIDER,TOKEN,POOLNAME,FEES_COLLECTED_USD
0x3203b5c32f09317aabcbd5ad1c7b11945a931c01,WETH,LINK-WETH 3000 60,1218.228762054133
0x3203b5c32f09317aabcbd5ad1c7b11945a931c01,LINK,LINK-WETH 3000 60,1218.228762054133
0xcf1a9c27afd87a549be1bff597ec4d591a52a6d0,SHIB,SHIB-WETH 3000 60,1213.5274256309424
0xcf1a9c27afd87a549be1bff597ec4d591a52a6d0,WETH,SHIB-WETH 3000 60,1213.5274256309424
0x0e66cf7a7e7a7f4574670f6c2c9d463e1478a06c,WETH,API3-WETH 3000 60,1210.9060538196038
0x0e66cf7a7e7a7f4574670f6c2c9d463e1478a06c,API3,API3-WETH 3000 60,1210.9060538196038
0x849e0eca4639ca811be540f3fefde64475d94e3b,LINK,LINK-WETH 3000 60,1208.2705831172948
0x849e0eca4639ca811be540f3fefde64475d94e3b,WETH,LINK-WETH 3000 60,1208.2705831172948
0x82f9d5fe6c46990f3c2536e83b2b4e1c0a91f27f,RAINI,WETH-RAINI 10000 200,1205.4125480435512
0x82f9d5fe6c46990f3c2536e83b2b4e1c0a91f27f,WETH,WETH-RAINI 10000 200,1205.4125480435512
0x94b86a218264c7c424c1476160d675a05ecb0b3d,MATIC,MATIC-WETH 3000 60,1205.1772767144755
0x94b86a218264c7c424c1476160d675a05ecb0b3d,WETH,MATIC-WETH 3000 60,1205.1772767144755
0x1f5be3c931deb102a9e2c489c8abd074a6450e1a,USDC,FEI-USDC 10000 200,1204.9497649706082
0x1f5be3c931deb102a9e2c489c8abd074a6450e1a,FEI,FEI-USDC 10000 200,1204.9497649706082
0x864de5bbaf4b8c808e94a8385b95b0855d170137,WETH,WETH-TRU 10000 200,1203.5851394376075
0x864de5bbaf4b8c808e94a8385b95b0855d170137,TRU,WETH-TRU 10000 200,1203.5851394376075
0xd07e37862b11ca2186922f1c71f61d952d2b93e8,DAI,DAI-USDT 500 10,1200.3169779038399
0xd07e37862b11ca2186922f1c71f61d952d2b93e8,USDT,DAI-USDT 500 10,1200.3169779038399
0x321bbc8be5307d12846bb5960dfa2a4f65659a96,USDT,USDC-USDT 500 10,1197.0482918959085
0x321bbc8be5307d12846bb5960dfa2a4f65659a96,USDC,USDC-USDT 500 10,1197.0482918959085
0x92f4f7f6af569971f69768ae58f8c21ddc7a5b5e,USDC,USDC-WETH 10000 200,1196.4992627427905
0x92f4f7f6af569971f69768ae58f8c21ddc7a5b5e,WETH,USDC-WETH 10000 200,1196.4992627427905
0xff1e8deb7a03dc7cbc3ef751ca8d671803a7048b,WETH,WETH-USDT 3000 60,1193.0749155393144
0xff1e8deb7a03dc7cbc3ef751ca8d671803a7048b,USDT,WETH-USDT 3000 60,1193.0749155393144
0x3dae9a20e39430f4d0c3e4467457c4adc3be054d,SHIB,SHIB-WETH 10000 200,1191.8252265848514
0x3dae9a20e39430f4d0c3e4467457c4adc3be054d,WETH,SHIB-WETH 10000 200,1191.8252265848514
0x29aa2ed8712072e918632259780e587698ef58df,WETH,SPC-WETH 3000 60,1191.677455483276
0x29aa2ed8712072e918632259780e587698ef58df,SPC,SPC-WETH 3000 60,1191.677455483276
0x4a341ed3d88cff85523c5543c01665d2b806da6f,SHIB,SHIB-WETH 3000 60,1189.155254949622
0x4a341ed3d88cff85523c5543c01665d2b806da6f,WETH,SHIB-WETH 3000 60,1189.155254949622
0x698fb8493d5f5fa64ce9fe1c2e2a72c0d7d7ee40,WETH,USDC-WETH 3000 60,1187.304554170216
0x698fb8493d5f5fa64ce9fe1c2e2a72c0d7d7ee40,USDC,USDC-WETH 3000 60,1187.304554170216
0x1d877d49c66953840f3289387aff508f2ab49340,SHIB,SHIB-WETH 10000 200,1186.4478674426955
0x1d877d49c66953840f3289387aff508f2ab49340,WETH,SHIB-WETH 10000 200,1186.4478674426955
0xd4ad5d62dce1a8bf661777a5c1df79bd12ac8f1d,WETH,DPI-WETH 3000 60,1183.029878066169
0xd4ad5d62dce1a8bf661777a5c1df79bd12ac8f1d,DPI,DPI-WETH 3000 60,1183.029878066169
0x6047fefdc29ee8cbe1ef4fc1a2919f3094335670,SHIB,SHIB-WETH 10000 200,1182.1967479351797
0x6047fefdc29ee8cbe1ef4fc1a2919f3094335670,WETH,SHIB-WETH 10000 200,1182.1967479351797
0xa63cb75fc0fc0106b502963b319e5d93c2349ce5,WETH,1INCH-WETH 3000 60,1180.2410213539576
0xa63cb75fc0fc0106b502963b319e5d93c2349ce5,1INCH,1INCH-WETH 3000 60,1180.2410213539576
0x81dc6f15ee72f6e6d49cb6ca44c0bf8e63770027,WETH,PLE-WETH 10000 200,1180.1679728632125
0x81dc6f15ee72f6e6d49cb6ca44c0bf8e63770027,PLE,PLE-WETH 10000 200,1180.1679728632125
0x84754a7103308ddf8baca5072d165773353e1055,WETH,WETH-RARI 3000 60,1178.5485742402082
0x84754a7103308ddf8baca5072d165773353e1055,RARI,WETH-RARI 3000 60,1178.5485742402082
0x1e121993b4a8bc79d18a4c409db84c100fff25f5,renDOGE,renDOGE-WETH 10000 200,1178.4989464156188
0x1e121993b4a8bc79d18a4c409db84c100fff25f5,WETH,renDOGE-WETH 10000 200,1178.4989464156188
0xa9f1685c24fb8f3cac214f1abecb9fcbcd2b1247,USDT,WETH-USDT 3000 60,1177.3951368336775
0xa9f1685c24fb8f3cac214f1abecb9fcbcd2b1247,WETH,WETH-USDT 3000 60,1177.3951368336775
0x6a5d7be330f024771ab04a836b5e41406b7a2757,eRSDL,eRSDL-WETH 10000 200,1173.1762611896377
0x6a5d7be330f024771ab04a836b5e41406b7a2757,WETH,eRSDL-WETH 10000 200,1173.1762611896377
0xb11c61923861695eb47cfb3ccc473173c9cf7a28,WETH,DAI-WETH 3000 60,1172.4490737764145
0xb11c61923861695eb47cfb3ccc473173c9cf7a28,DAI,DAI-WETH 3000 60,1172.4490737764145
0x2ecd81e43c1f66185446f4af7dfeaa6aae249f55,USDC,FEI-USDC 3000 60,1170.4266362227524
0x2ecd81e43c1f66185446f4af7dfeaa6aae249f55,FEI,FEI-USDC 3000 60,1170.4266362227524
0xe0fee61dd3f51ea3a56637a35a3bde309a6a4034,WETH,USDC-WETH 3000 60,1168.7089032278702
0xe0fee61dd3f51ea3a56637a35a3bde309a6a4034,USDC,USDC-WETH 3000 60,1168.7089032278702
0xe3fdd696a73e0a3158c7f28300724a2ca2de3a9b,USDT,WETH-USDT 3000 60,1167.996983610893
0xe3fdd696a73e0a3158c7f28300724a2ca2de3a9b,WETH,WETH-USDT 3000 60,1167.996983610893
0xde7e8fb53e3eba9d49cb0bfbb9a93ac63aed07be,MATIC,MATIC-WETH 10000 200,1167.8058913239327
0xde7e8fb53e3eba9d49cb0bfbb9a93ac63aed07be,WETH,MATIC-WETH 10000 200,1167.8058913239327
0xbbe844467051fe04cce050efb42cf824431d1e52,WETH,LEASH-WETH 10000 200,1167.2591662123502
0xbbe844467051fe04cce050efb42cf824431d1e52,LEASH,LEASH-WETH 10000 200,1167.2591662123502
0x1affbb2d884d172ace6bd4ab100c621854a4ddd6,USDC,1INCH-USDC 10000 200,1167.090992412526
0x1affbb2d884d172ace6bd4ab100c621854a4ddd6,1INCH,1INCH-USDC 10000 200,1167.090992412526
0x2cff6fb5a463735d65c29d933ce7f1c45350cb33,USDC,USDC-WETH 3000 60,1165.7595452456233
0x2cff6fb5a463735d65c29d933ce7f1c45350cb33,WETH,USDC-WETH 3000 60,1165.7595452456233
0x5a73b06b5ea5d0be1099138cc19bd94c5a4e1c4f,WETH,CEL-WETH 3000 60,1162.6323030215792
0x5a73b06b5ea5d0be1099138cc19bd94c5a4e1c4f,CEL,CEL-WETH 3000 60,1162.6323030215792
0x9437386875268e719e15c673001e044c11b8e373,USDC,USDC-USDT 500 10,1162.1844699634128
0x9437386875268e719e15c673001e044c11b8e373,USDT,USDC-USDT 500 10,1162.1844699634128
0xf789586a531019a0a31293f99a7708c70fa14151,USDT,WETH-USDT 3000 60,1161.3026224549808
0xf789586a531019a0a31293f99a7708c70fa14151,WETH,WETH-USDT 3000 60,1161.3026224549808
0xe618050f1adb1f6bb7d03a3484346ac42f3e71ee,USDC,USDC-WETH 3000 60,1160.8523300525183
0xe618050f1adb1f6bb7d03a3484346ac42f3e71ee,WETH,USDC-WETH 3000 60,1160.8523300525183
0x3846e7a1a5dea3f43104ed89ff0e6ffd1cc74b6e,WETH,PEAK-WETH 3000 60,1157.6646874266883
0x3846e7a1a5dea3f43104ed89ff0e6ffd1cc74b6e,PEAK,PEAK-WETH 3000 60,1157.6646874266883
0xf2f8bec1b5a9f953feb023f70672204c34f66ca8,USDC,USDC-WETH 3000 60,1150.0134899995514
0xf2f8bec1b5a9f953feb023f70672204c34f66ca8,WETH,USDC-WETH 3000 60,1150.0134899995514
0x613753797f1f8d1eb578f3b1c911203e32859dc7,WETH,WETH-USDT 3000 60,1145.4376126549996
0x613753797f1f8d1eb578f3b1c911203e32859dc7,USDT,WETH-USDT 3000 60,1145.4376126549996
0x849e0eca4639ca811be540f3fefde64475d94e3b,WETH,LPL-WETH 10000 200,1144.1959062773121
0x849e0eca4639ca811be540f3fefde64475d94e3b,LPL,LPL-WETH 10000 200,1144.1959062773121
0x5162a3fbb50dc3add1e7addd35a1ee39b06302c5,WETH,BZRX-WETH 3000 60,1143.6497825884526
0x5162a3fbb50dc3add1e7addd35a1ee39b06302c5,BZRX,BZRX-WETH 3000 60,1143.6497825884526
0x9a9bb62a84a9cb5e798e72f90db417b53b7fd95f,WETH,WETH-USDT 3000 60,1142.3827980141768
0x9a9bb62a84a9cb5e798e72f90db417b53b7fd95f,USDT,WETH-USDT 3000 60,1142.3827980141768
0x54174d013e49a80b91ee14f819cadbf59fdaea14,WETH,YFI-WETH 3000 60,1140.3653557269483
0x54174d013e49a80b91ee14f819cadbf59fdaea14,YFI,YFI-WETH 3000 60,1140.3653557269483
0x4125f5b0748351f483378ffc1559ce73d0fd1716,USDC,USDC-WETH 3000 60,1139.6246486618138
0x4125f5b0748351f483378ffc1559ce73d0fd1716,WETH,USDC-WETH 3000 60,1139.6246486618138
0xa8a9701b3f9832b17267de50548e93838b55d138,USDT,WBTC-USDT 3000 60,1139.3112240302557
0xa8a9701b3f9832b17267de50548e93838b55d138,WBTC,WBTC-USDT 3000 60,1139.3112240302557
0xd3e2e76e4ab0322614fe7aaa3be0b04bed83d0d0,DAI,DAI-WETH 3000 60,1138.1278415996303
0xd3e2e76e4ab0322614fe7aaa3be0b04bed83d0d0,WETH,DAI-WETH 3000 60,1138.1278415996303
0xc25c23d7523f114ce2f173a51b14187f9ca8b510,WETH,WETH-USDT 3000 60,1135.5571864664116
0xc25c23d7523f114ce2f173a51b14187f9ca8b510,USDT,WETH-USDT 3000 60,1135.5571864664116
0x33c8c23ebdc8825d03c6d093b30b3e8626feaf9f,WETH,RVP-WETH 10000 200,1129.0844725810616
0x33c8c23ebdc8825d03c6d093b30b3e8626feaf9f,RVP,RVP-WETH 10000 200,1129.0844725810616
0x108a8b7200d044bbbe95bef6f671baec5473e05f,WETH,WETH-USDT 3000 60,1127.674923529286
0x108a8b7200d044bbbe95bef6f671baec5473e05f,USDT,WETH-USDT 3000 60,1127.674923529286
0xf748879edbe8cca140940788163d7be4d2a2e46a,USDC,USDC-USDT 500 10,1126.4795370674353
0xf748879edbe8cca140940788163d7be4d2a2e46a,USDT,USDC-USDT 500 10,1126.4795370674353
0x69f7cf67b6b80d2b49e8b28efb1c17a8e6c22fe3,USDC,USDC-WETH 3000 60,1126.0153997498533
0x69f7cf67b6b80d2b49e8b28efb1c17a8e6c22fe3,WETH,USDC-WETH 3000 60,1126.0153997498533
0xf785a6f2d21f61f247f52599ae6c3c2fdc6de018,USDT,WETH-USDT 3000 60,1124.868035567474
0xf785a6f2d21f61f247f52599ae6c3c2fdc6de018,WETH,WETH-USDT 3000 60,1124.868035567474
0x6c7bdd8be7d666fbd3a0474f1079c78e1346347f,HEX,HEX-WETH 3000 60,1119.2017012000326
0x6c7bdd8be7d666fbd3a0474f1079c78e1346347f,WETH,HEX-WETH 3000 60,1119.2017012000326
0x8b2ba5c7171487d2903c9ca7c814c6aef55f8cbf,UDT,UDT-WETH 3000 60,1119.0230232998636
0x8b2ba5c7171487d2903c9ca7c814c6aef55f8cbf,WETH,UDT-WETH 3000 60,1119.0230232998636
0x2ecd81e43c1f66185446f4af7dfeaa6aae249f55,USDT,USDC-USDT 500 10,1118.7003361622146
0x2ecd81e43c1f66185446f4af7dfeaa6aae249f55,USDC,USDC-USDT 500 10,1118.7003361622146
0x4125caf9dd93ec6ad7a4c668ec55102f8f18203a,WETH,UNN-WETH 10000 200,1118.0676568174317
0x4125caf9dd93ec6ad7a4c668ec55102f8f18203a,UNN,UNN-WETH 10000 200,1118.0676568174317
0x61890b45409b17423a1f60f5905b60017848aa86,WETH,USDC-WETH 3000 60,1115.7751277943996
0x61890b45409b17423a1f60f5905b60017848aa86,USDC,USDC-WETH 3000 60,1115.7751277943996
0x888a6a7c3451d920c157997632e12253e689ae55,WETH,NOIA-WETH 3000 60,1112.117026576369
0x888a6a7c3451d920c157997632e12253e689ae55,NOIA,NOIA-WETH 3000 60,1112.117026576369
0xecfe970e280e3b5702802c87ebadf23ca4d785e5,USDC,USDC-WETH 3000 60,1111.2050838151886
0xecfe970e280e3b5702802c87ebadf23ca4d785e5,WETH,USDC-WETH 3000 60,1111.2050838151886
0xde41b01d6ec9425bb38e5a1c8b8e945b7b1c14f1,WBTC,WBTC-WETH 3000 60,1108.8162286073853
0xde41b01d6ec9425bb38e5a1c8b8e945b7b1c14f1,WETH,WBTC-WETH 3000 60,1108.8162286073853
0x466d7c08bd451a0a0d0ac7a652f29274e3a2c9ba,AKITA,AKITA-WETH 10000 200,1108.697377123592
0x466d7c08bd451a0a0d0ac7a652f29274e3a2c9ba,WETH,AKITA-WETH 10000 200,1108.697377123592
0x8d6154ac6e171a458c89971a71d737e4d3a6b19b,USDC,WBTC-USDC 3000 60,1105.7862518090442
0x8d6154ac6e171a458c89971a71d737e4d3a6b19b,WBTC,WBTC-USDC 3000 60,1105.7862518090442
0xd8d6be6bf9878bf62a7efec03c1ffa716a63482a,WOOFY,WETH-WOOFY 10000 200,1105.0069553299434
0xd8d6be6bf9878bf62a7efec03c1ffa716a63482a,WETH,WETH-WOOFY 10000 200,1105.0069553299434
0xae143f9033fa41cbb65a7b37f03a5be307b3a4df,WETH,WETH-USDT 3000 60,1104.6200975129984
0xae143f9033fa41cbb65a7b37f03a5be307b3a4df,USDT,WETH-USDT 3000 60,1104.6200975129984
0x6434367c3f2c4301c4aa16c8c99a52e6cce40f01,USDC,USDC-WETH 3000 60,1101.6488798252099
0x6434367c3f2c4301c4aa16c8c99a52e6cce40f01,WETH,USDC-WETH 3000 60,1101.6488798252099
0x866ede8ece771a336f9d113023e3de1778819b45,WETH,WETH-USDT 500 10,1101.4611763619632
0x866ede8ece771a336f9d113023e3de1778819b45,USDT,WETH-USDT 500 10,1101.4611763619632
0xe395900a078d6d7effaf8a805e2dc0d18c2865ce,USDC,USDC-WETH 3000 60,1100.0954620020675
0xe395900a078d6d7effaf8a805e2dc0d18c2865ce,WETH,USDC-WETH 3000 60,1100.0954620020675
0x3f2dd316505749c193407d5d324c152fdd8ecb73,USDT,WETH-USDT 3000 60,1098.4808443537277
0x3f2dd316505749c193407d5d324c152fdd8ecb73,WETH,WETH-USDT 3000 60,1098.4808443537277
0xb846857be0c412dfbf2c07561359f719baf612c5,WETH,MATIC-WETH 3000 60,1098.0214930900224
0xb846857be0c412dfbf2c07561359f719baf612c5,MATIC,MATIC-WETH 3000 60,1098.0214930900224
0xee889f6758e182d09ff5dde83f1a771810697373,WETH,DAI-WETH 3000 60,1097.8914375666475
0xee889f6758e182d09ff5dde83f1a771810697373,DAI,DAI-WETH 3000 60,1097.8914375666475
0xc28ed2288bfe267fc64409f18e9887ad1ffdbc62,WETH,MATIC-WETH 3000 60,1097.575241903982
0xc28ed2288bfe267fc64409f18e9887ad1ffdbc62,MATIC,MATIC-WETH 3000 60,1097.575241903982
0x901a28d239f203e29558694d4917fb91eae9a52d,UDT,UDT-WETH 3000 60,1096.2286632330345
0x901a28d239f203e29558694d4917fb91eae9a52d,WETH,UDT-WETH 3000 60,1096.2286632330345
0xace1affc299fc7f7a835b9cb062a9ce462ddd763,WETH,CEL-WETH 3000 60,1096.0644681953438
0xace1affc299fc7f7a835b9cb062a9ce462ddd763,CEL,CEL-WETH 3000 60,1096.0644681953438
0xd1d6c02f00633b2584139c53af034a69106c361e,USDC,USDC-WETH 3000 60,1096.0184241359095
0xd1d6c02f00633b2584139c53af034a69106c361e,WETH,USDC-WETH 3000 60,1096.0184241359095
0x2b5d4b3c2cedcc63b7765f377d2929ee1f99049e,DAI,DAI-USDT 500 10,1095.6575730569475
0x2b5d4b3c2cedcc63b7765f377d2929ee1f99049e,USDT,DAI-USDT 500 10,1095.6575730569475
0x3671f603f17653ce068535ff350eed664b50577c,WETH,USDC-WETH 3000 60,1092.297697413078
0x3671f603f17653ce068535ff350eed664b50577c,USDC,USDC-WETH 3000 60,1092.297697413078
0xd1ddc0f727935f376ba6f9f51b1e0fb481c25fb1,WETH,WETH-USDT 3000 60,1092.2110836507604
0xd1ddc0f727935f376ba6f9f51b1e0fb481c25fb1,USDT,WETH-USDT 3000 60,1092.2110836507604
0xde8f8849579f06a30c0dd3ae3d5408ebdaaabcf7,WETH,DAI-WETH 3000 60,1090.5644284334396
0xde8f8849579f06a30c0dd3ae3d5408ebdaaabcf7,DAI,DAI-WETH 3000 60,1090.5644284334396
0xad868084b051bc51b90117bb05bb04849f5ef3c8,SHIB,SHIB-WETH 3000 60,1090.2265553502782
0xad868084b051bc51b90117bb05bb04849f5ef3c8,WETH,SHIB-WETH 3000 60,1090.2265553502782
0x89abd8b847042946698f455b1f37c37fe66ccd01,LINK,LINK-WETH 3000 60,1090.0137972668297
0x89abd8b847042946698f455b1f37c37fe66ccd01,WETH,LINK-WETH 3000 60,1090.0137972668297
0x524462a5aa012809c23a1b6e573b05038108f7d7,WETH,USDC-WETH 3000 60,1089.5908944863666
0x524462a5aa012809c23a1b6e573b05038108f7d7,USDC,USDC-WETH 3000 60,1089.5908944863666
0x0ee8cc2f2d15217d5e60890fc7dc32c2cbad6792,WETH,WETH-USDT 3000 60,1088.643804100597
0x0ee8cc2f2d15217d5e60890fc7dc32c2cbad6792,USDT,WETH-USDT 3000 60,1088.643804100597
0x490c7972f67e8b9e05f9fff989ab31e5ec771a9f,WETH,USDC-WETH 3000 60,1087.211086935036
0x490c7972f67e8b9e05f9fff989ab31e5ec771a9f,USDC,USDC-WETH 3000 60,1087.211086935036
0xde07abf5663b88fbd0974ee69b3bc75971a29381,TRB,TRB-USDT 3000 60,1086.630742653403
0xde07abf5663b88fbd0974ee69b3bc75971a29381,USDT,TRB-USDT 3000 60,1086.630742653403
0xd81014460b3b0c5e8ffed8f31603bfff6c2eaaf3,WETH,USDC-WETH 3000 60,1085.5628940906693
0xd81014460b3b0c5e8ffed8f31603bfff6c2eaaf3,USDC,USDC-WETH 3000 60,1085.5628940906693
0x0eb2290ccfd1d062d55b70b400a80fc4cf24f9b8,WETH,USDC-WETH 3000 60,1084.5474415521553
0x0eb2290ccfd1d062d55b70b400a80fc4cf24f9b8,USDC,USDC-WETH 3000 60,1084.5474415521553
0x1675fa34fdf9666604d7b5666a3640ad92414dec,USDT,WETH-USDT 10000 200,1083.68720257031
0x1675fa34fdf9666604d7b5666a3640ad92414dec,WETH,WETH-USDT 10000 200,1083.68720257031
0x682c60ef6122983dd95f725df15a8dc84383112c,USDC,USDC-WETH 3000 60,1082.9920951482125
0x682c60ef6122983dd95f725df15a8dc84383112c,WETH,USDC-WETH 3000 60,1082.9920951482125
0xcf1a9c27afd87a549be1bff597ec4d591a52a6d0,NAOS,NAOS-WETH 10000 200,1078.0291125884698
0xcf1a9c27afd87a549be1bff597ec4d591a52a6d0,WETH,NAOS-WETH 10000 200,1078.0291125884698
0x0be833cf3c2b9d692c7859f06da9ef0e151b8a33,USDC,USDC-WETH 3000 60,1077.9771887830254
0x0be833cf3c2b9d692c7859f06da9ef0e151b8a33,WETH,USDC-WETH 3000 60,1077.9771887830254
0x6db8729a311ba4465340e1a5436193dbd6dd92a4,RVP,RVP-WETH 10000 200,1077.1683481146297
0x6db8729a311ba4465340e1a5436193dbd6dd92a4,WETH,RVP-WETH 10000 200,1077.1683481146297
0x76bf17c072eb1daf63edc97508c33de390129955,WETH,USDC-WETH 3000 60,1075.77414463151
0x76bf17c072eb1daf63edc97508c33de390129955,USDC,USDC-WETH 3000 60,1075.77414463151
0x53c86e5c84923d955855a60cdbb743d4ceb1541f,USDC,USDC-WETH 3000 60,1075.2212780754503
0x53c86e5c84923d955855a60cdbb743d4ceb1541f,WETH,USDC-WETH 3000 60,1075.2212780754503
0xa046a4d718374497094cc6c7aef8a6c856cc6605,WETH,USDC-WETH 3000 60,1075.1750999908165
0xa046a4d718374497094cc6c7aef8a6c856cc6605,USDC,USDC-WETH 3000 60,1075.1750999908165
0xa571d53d12b47c95ff8a727ae88da8d1eb1448d1,WETH,DAI-WETH 3000 60,1074.2359298593638
0xa571d53d12b47c95ff8a727ae88da8d1eb1448d1,DAI,DAI-WETH 3000 60,1074.2359298593638
0x698fb8493d5f5fa64ce9fe1c2e2a72c0d7d7ee40,WETH,WETH-USDT 3000 60,1074.0992484757887
0x698fb8493d5f5fa64ce9fe1c2e2a72c0d7d7ee40,USDT,WETH-USDT 3000 60,1074.0992484757887
0x0d75f356782ad420d3443519f0f7f354e8f85933,WETH,MATIC-WETH 3000 60,1074.000018150535
0x0d75f356782ad420d3443519f0f7f354e8f85933,MATIC,MATIC-WETH 3000 60,1074.000018150535
0x17a25ca5fac2c8ecf05bf41b0d6027e382cfb498,USDT,USDC-USDT 500 10,1072.1867319439764
0x17a25ca5fac2c8ecf05bf41b0d6027e382cfb498,USDC,USDC-USDT 500 10,1072.1867319439764
0x31d8204616d3790ff63be8fd7b90d2ba99494e77,WETH,WETH-USDT 3000 60,1070.3781872605862
0x31d8204616d3790ff63be8fd7b90d2ba99494e77,USDT,WETH-USDT 3000 60,1070.3781872605862
0x905808e46eb90ddc3d4e263806bb38ea6e85f6d2,WETH,USDC-WETH 3000 60,1067.8947459550043
0x905808e46eb90ddc3d4e263806bb38ea6e85f6d2,USDC,USDC-WETH 3000 60,1067.8947459550043
0x322c63b0c490dd5348ef0880ad3fd67c6e11dd91,WETH,USDC-WETH 3000 60,1067.1613231580322
0x322c63b0c490dd5348ef0880ad3fd67c6e11dd91,USDC,USDC-WETH 3000 60,1067.1613231580322
0xccc78d2a72fa509f6e6834599f01be5864351157,LEASH,LEASH-WETH 10000 200,1066.8591852666923
0xccc78d2a72fa509f6e6834599f01be5864351157,WETH,LEASH-WETH 10000 200,1066.8591852666923
0x1e53cc07e4401c58f271ed2b536a8a54b67fdc9a,WETH,DAI-WETH 3000 60,1066.6755310609656
0x1e53cc07e4401c58f271ed2b536a8a54b67fdc9a,DAI,DAI-WETH 3000 60,1066.6755310609656
0x6730dfa7f1157f5f41f32338dd7da892578ce68e,WETH,USDC-WETH 3000 60,1066.6534844226883
0x6730dfa7f1157f5f41f32338dd7da892578ce68e,USDC,USDC-WETH 3000 60,1066.653484422688
0xd2ca761ca3482d23f88e016c5ed52a35fb1e59ae,WETH,LINK-WETH 3000 60,1065.738510010625
0xd2ca761ca3482d23f88e016c5ed52a35fb1e59ae,LINK,LINK-WETH 3000 60,1065.7385100106249
0xd1fc7a9286ed7a2d38fd53b2c090bf422fb10b70,WETH,USDC-WETH 3000 60,1065.355664916468
0xd1fc7a9286ed7a2d38fd53b2c090bf422fb10b70,USDC,USDC-WETH 3000 60,1065.355664916468
0x7a13520f062f2ff9a95f14bfc4833c63d21e0502,WETH,UNI-WETH 3000 60,1061.305890580784
0x7a13520f062f2ff9a95f14bfc4833c63d21e0502,UNI,UNI-WETH 3000 60,1061.305890580784
0xc5df4d5ed23f645687a867d8f83a41836fcf8811,WETH,BANK-WETH 10000 200,1056.802520324406
0xc5df4d5ed23f645687a867d8f83a41836fcf8811,BANK,BANK-WETH 10000 200,1056.802520324406
0x7f40f4d5e6cf60baac4b6cb790988ac7b8544c34,RVP,RVP-WETH 10000 200,1054.0279290583583
0x7f40f4d5e6cf60baac4b6cb790988ac7b8544c34,WETH,RVP-WETH 10000 200,1054.0279290583583
0x7b6be4ebbc8450f5268586ab8ec9b1477324f183,SHIB,SHIB-WETH 10000 200,1054.0232468841464
0x7b6be4ebbc8450f5268586ab8ec9b1477324f183,WETH,SHIB-WETH 10000 200,1054.0232468841464
0x48ebb91450e17e4c93bd93cffabdc3842c7b903b,WETH,WETH-USDT 3000 60,1053.6452965012047
0x48ebb91450e17e4c93bd93cffabdc3842c7b903b,USDT,WETH-USDT 3000 60,1053.6452965012047
0x735ee84e3607ac77b6ba35df259d173484c250b8,WETH,USDC-WETH 3000 60,1053.522840609905
0x735ee84e3607ac77b6ba35df259d173484c250b8,USDC,USDC-WETH 3000 60,1053.522840609905
0xeb5cfca203d5d869655a1f9680a9d85188348dd9,WETH,USDC-WETH 3000 60,1052.0574923612694
0xeb5cfca203d5d869655a1f9680a9d85188348dd9,USDC,USDC-WETH 3000 60,1052.0574923612692
0x439b5e3b9af606327558add370197d3a7c492d7b,USDT,FEI-USDT 10000 200,1051.7954990135895
0x439b5e3b9af606327558add370197d3a7c492d7b,FEI,FEI-USDT 10000 200,1051.7954990135895
0x5481bbb908b34e4632c528e731004c5cbc145ba0,WETH,USDC-WETH 3000 60,1048.072910284582
0x5481bbb908b34e4632c528e731004c5cbc145ba0,USDC,USDC-WETH 3000 60,1048.072910284582
0x3b04f7933c231906738a82a5e7da44e8c58ddd44,USDT,WETH-USDT 3000 60,1047.1583433753221
0x3b04f7933c231906738a82a5e7da44e8c58ddd44,WETH,WETH-USDT 3000 60,1047.1583433753221
0xdd4c53c7747660fb9954e5fc7b36f94b4a297922,WETH,RVP-WETH 10000 200,1046.420844769593
0xdd4c53c7747660fb9954e5fc7b36f94b4a297922,RVP,RVP-WETH 10000 200,1046.420844769593
0xb69656823b6a282f343f0bbebe620db08646b8a2,WETH,USDC-WETH 3000 60,1045.1136923590498
0xb69656823b6a282f343f0bbebe620db08646b8a2,USDC,USDC-WETH 3000 60,1045.1136923590498
0xb4926dea9bc87d795a3ba49d2307c49c94a3ac4a,SHIB,SHIB-WETH 3000 60,1044.1156960143026
0xb4926dea9bc87d795a3ba49d2307c49c94a3ac4a,WETH,SHIB-WETH 3000 60,1044.1156960143026
0xfc58f7a3ba25d95dce1beaf3aa69512752b298b6,TRU,WETH-TRU 3000 60,1043.0740583175066
0xfc58f7a3ba25d95dce1beaf3aa69512752b298b6,WETH,WETH-TRU 3000 60,1043.0740583175066
0x0e55c9e42565875aaea3764b33682714dd2278de,WETH,USDC-WETH 3000 60,1041.4027679081328
0x0e55c9e42565875aaea3764b33682714dd2278de,USDC,USDC-WETH 3000 60,1041.4027679081328
0x052564eb0fd8b340803df55def89c25c432f43f4,GTC,WETH-GTC 3000 60,1039.916123019643
0x052564eb0fd8b340803df55def89c25c432f43f4,WETH,WETH-GTC 3000 60,1039.916123019643
0x458779f2eabbdee90f426d580c2b935c8f40e00b,DAI,DAI-WETH 3000 60,1038.7580128483653
0x458779f2eabbdee90f426d580c2b935c8f40e00b,WETH,DAI-WETH 3000 60,1038.7580128483653
0xeb48d74d1a83c882a719c7d461fb043b5c578aa0,WETH,USDC-WETH 3000 60,1035.5297400807044
0xeb48d74d1a83c882a719c7d461fb043b5c578aa0,USDC,USDC-WETH 3000 60,1035.5297400807044
